vy:0,vw:0,vy_off:0,vw_off:-0.103627,pf:0,preal:0,dy:-3,dy2:-3
vy:0.00147665,vw:0.149322,vy_off:0.00147665,vw_off:0.0456949,pf:211.994,preal:212.123,dy:0.000894419,dy2:0.00102426
vy:0.0103337,vw:0.114415,vy_off:0.0103337,vw_off:0.0107883,pf:212.567,preal:212.451,dy:0.000787314,dy2:0.000873047
vy:0.00657997,vw:0.12509,vy_off:0.00657997,vw_off:0.0214629,pf:212.567,preal:212.809,dy:0.00072158,dy2:0.00117672
vy:0.00683585,vw:0.0901833,vy_off:0.00683585,vw_off:-0.0134437,pf:213.14,preal:213.067,dy:0.000824925,dy2:0.000814847
vy:0.0080061,vw:0.122665,vy_off:0.0080061,vw_off:0.0190383,pf:213.713,preal:213.419,dy:0.000341108,dy2:0.000814364
vy:0.00186786,vw:0.157572,vy_off:0.00186786,vw_off:0.0539449,pf:213.713,preal:213.87,dy:0.000973144,dy2:0.00113179
vy:0.0111705,vw:0.122665,vy_off:0.0111705,vw_off:0.0190383,pf:214.286,preal:214.222,dy:0.00102733,dy2:0.00107478
vy:0.00923032,vw:0.111874,vy_off:0.00923032,vw_off:0.00824736,pf:214.286,preal:214.542,dy:0.000801097,dy2:0.00128313
vy:0.0070529,vw:0.0769678,vy_off:0.0070529,vw_off:-0.0266592,pf:214.859,preal:214.763,dy:0.000861586,dy2:0.000848189
vy:0.00838607,vw:0.111874,vy_off:0.00838607,vw_off:0.00824736,pf:215.432,preal:215.083,dy:0.000124796,dy2:0.000685556
vy:-0.000836625,vw:0.146781,vy_off:-0.000836625,vw_off:0.0431539,pf:215.432,preal:215.504,dy:0.000842162,dy2:0.000914428
vy:0.0103503,vw:0.111874,vy_off:0.0103503,vw_off:0.00824736,pf:216.005,preal:215.824,dy:0.000460614,dy2:0.000593428
vy:0.00265059,vw:0.139284,vy_off:0.00265059,vw_off:0.0356572,pf:216.005,preal:216.223,dy:0.000620841,dy2:0.00103163
vy:0.00672012,vw:0.104378,vy_off:0.00672012,vw_off:0.0007506,pf:216.578,preal:216.522,dy:0.000727304,dy2:0.000719523
vy:0.00686557,vw:0.115146,vy_off:0.00686557,vw_off:0.011519,pf:217.151,preal:216.852,dy:0.000283391,dy2:0.00076366
vy:0.00149217,vw:0.150053,vy_off:0.00149217,vw_off:0.0464256,pf:217.151,preal:217.282,dy:0.000899199,dy2:0.0010316
vy:0.0103868,vw:0.115146,vy_off:0.0103868,vw_off:0.011519,pf:217.724,preal:217.612,dy:0.00080628,dy2:0.000888585
vy:0.00679304,vw:0.123953,vy_off:0.00679304,vw_off:0.020326,pf:217.724,preal:217.967,dy:0.000726999,dy2:0.00118473
vy:0.0068416,vw:0.0890464,vy_off:0.0068416,vw_off:-0.0145806,pf:218.297,preal:218.222,dy:0.000826831,dy2:0.000816362
vy:0.00802739,vw:0.123414,vy_off:0.00802739,vw_off:0.0197874,pf:218.87,preal:218.575,dy:0.000341518,dy2:0.000814223
vy:0.00186685,vw:0.158321,vy_off:0.00186685,vw_off:0.054694,pf:218.87,preal:219.029,dy:0.000976412,dy2:0.00113754
vy:0.01121,vw:0.123414,vy_off:0.01121,vw_off:0.0197874,pf:219.443,preal:219.383,dy:0.00104504,dy2:0.00108919
vy:0.0094321,vw:0.110748,vy_off:0.0094321,vw_off:0.00712126,pf:219.443,preal:219.7,dy:0.000805903,dy2:0.00129047
vy:0.00705443,vw:0.0758417,vy_off:0.00705443,vw_off:-0.0277853,pf:220.016,preal:219.917,dy:0.000863025,dy2:0.0008492
vy:0.00840293,vw:0.110748,vy_off:0.00840293,vw_off:0.00712126,pf:220.589,preal:220.234,dy:0.000102254,dy2:0.000671031
vy:-0.00111213,vw:0.145655,vy_off:-0.00111213,vw_off:0.0420278,pf:220.589,preal:220.652,dy:0.000827622,dy2:0.000891351
vy:0.0102523,vw:0.110748,vy_off:0.0102523,vw_off:0.00712126,pf:221.162,preal:220.969,dy:0.000402498,dy2:0.000543665
vy:0.0019797,vw:0.142062,vy_off:0.0019797,vw_off:0.0384355,pf:221.162,preal:221.376,dy:0.000601537,dy2:0.00100547
vy:0.00667508,vw:0.107156,vy_off:0.00667508,vw_off:0.00352888,pf:221.735,preal:221.683,dy:0.000712991,dy2:0.000705716
vy:0.00670617,vw:0.113499,vy_off:0.00670617,vw_off:0.00987212,pf:222.308,preal:222.008,dy:0.000274831,dy2:0.00075557
vy:0.00143373,vw:0.148406,vy_off:0.00143373,vw_off:0.0447787,pf:222.308,preal:222.433,dy:0.000885388,dy2:0.00101263
vy:0.0102372,vw:0.113499,vy_off:0.0102372,vw_off:0.00987212,pf:222.881,preal:222.758,dy:0.000760681,dy2:0.000850141
vy:0.00628692,vw:0.126506,vy_off:0.00628692,vw_off:0.0228794,pf:222.881,preal:223.121,dy:0.000711565,dy2:0.00116459
vy:0.00679716,vw:0.0915998,vy_off:0.00679716,vw_off:-0.0120272,pf:223.454,preal:223.383,dy:0.000819711,dy2:0.000809791
vy:0.00795423,vw:0.12173,vy_off:0.00795423,vw_off:0.0181034,pf:224.026,preal:223.732,dy:0.000337438,dy2:0.000810031
vy:0.00183821,vw:0.156637,vy_off:0.00183821,vw_off:0.0530099,pf:224.026,preal:224.181,dy:0.000965395,dy2:0.00112166
vy:0.0110857,vw:0.12173,vy_off:0.0110857,vw_off:0.0181034,pf:224.599,preal:224.529,dy:0.00100174,dy2:0.001053
vy:0.00894652,vw:0.113279,vy_off:0.00894652,vw_off:0.00965218,pf:224.599,preal:224.854,dy:0.000791743,dy2:0.00127179
vy:0.00701957,vw:0.0783726,vy_off:0.00701957,vw_off:-0.0252544,pf:225.172,preal:225.078,dy:0.000856993,dy2:0.000843692
vy:0.00834017,vw:0.113279,vy_off:0.00834017,vw_off:0.00965218,pf:225.745,preal:225.403,dy:0.000149896,dy2:0.00069907
vy:-0.000522297,vw:0.148186,vy_off:-0.000522297,vw_off:0.0445588,pf:225.745,preal:225.827,dy:0.000856823,dy2:0.000940081
vy:0.0104388,vw:0.113279,vy_off:0.0104388,vw_off:0.00965218,pf:226.318,preal:226.152,dy:0.000529851,dy2:0.000651438
vy:0.00345769,vw:0.135818,vy_off:0.00345769,vw_off:0.0321911,pf:226.318,preal:226.541,dy:0.000641345,dy2:0.00106168
vy:0.00674163,vw:0.100912,vy_off:0.00674163,vw_off:-0.00271546,pf:226.891,preal:226.83,dy:0.000741964,dy2:0.000733289
vy:0.00703571,vw:0.117201,vy_off:0.00703571,vw_off:0.0135736,pf:227.464,preal:227.166,dy:0.000290799,dy2:0.000769117
vy:0.00153376,vw:0.152107,vy_off:0.00153376,vw_off:0.0484802,pf:227.464,preal:227.602,dy:0.000912753,dy2:0.0010522
vy:0.010538,vw:0.117201,vy_off:0.010538,vw_off:0.0135736,pf:228.037,preal:227.937,dy:0.00085975,dy2:0.000932634
vy:0.00739326,vw:0.120767,vy_off:0.00739326,vw_off:0.0171405,pf:228.037,preal:228.283,dy:0.000742789,dy2:0.0012075
vy:0.00686411,vw:0.0858609,vy_off:0.00686411,vw_off:-0.0177661,pf:228.61,preal:228.529,dy:0.000832745,dy2:0.00082124
vy:0.00809217,vw:0.120767,vy_off:0.00809217,vw_off:0.0171405,pf:229.183,preal:228.875,dy:0.000285932,dy2:0.000779238
vy:0.00118103,vw:0.155674,vy_off:0.00118103,vw_off:0.0520471,pf:229.183,preal:229.321,dy:0.000941685,dy2:0.00108199
vy:0.0109839,vw:0.120767,vy_off:0.0109839,vw_off:0.0171405,pf:229.756,preal:229.667,dy:0.000903816,dy2:0.000968625
vy:0.00779846,vw:0.117469,vy_off:0.00779846,vw_off:0.013842,pf:229.756,preal:230.004,dy:0.000759523,dy2:0.00122728
vy:0.00695227,vw:0.0825624,vy_off:0.00695227,vw_off:-0.0210646,pf:230.329,preal:230.24,dy:0.000828293,dy2:0.000815617
vy:0.00801413,vw:0.117469,vy_off:0.00801413,vw_off:0.013842,pf:230.902,preal:230.577,dy:0.000210832,dy2:0.000731793
vy:0.000300562,vw:0.152376,vy_off:0.000300562,vw_off:0.0487485,pf:230.902,preal:231.013,dy:0.000895246,dy2:0.00100839
vy:0.0106712,vw:0.117469,vy_off:0.0106712,vw_off:0.013842,pf:231.475,preal:231.35,dy:0.000724251,dy2:0.000815465
vy:0.00572836,vw:0.125989,vy_off:0.00572836,vw_off:0.0223623,pf:231.475,preal:231.711,dy:0.00070111,dy2:0.00114661
vy:0.00682714,vw:0.0910827,vy_off:0.00682714,vw_off:-0.0125443,pf:232.048,preal:231.972,dy:0.000784747,dy2:0.000773831
vy:0.00752585,vw:0.123084,vy_off:0.00752585,vw_off:0.0194572,pf:232.621,preal:232.324,dy:0.000314247,dy2:0.000789164
vy:0.00167893,vw:0.157991,vy_off:0.00167893,vw_off:0.0543638,pf:232.621,preal:232.777,dy:0.000955305,dy2:0.00111396
vy:0.0110088,vw:0.123084,vy_off:0.0110088,vw_off:0.0194572,pf:233.194,preal:233.13,dy:0.00101631,dy2:0.00106312
vy:0.00914293,vw:0.111672,vy_off:0.00914293,vw_off:0.00804522,pf:233.194,preal:233.45,dy:0.000792356,dy2:0.0012754
vy:0.00697223,vw:0.0767656,vy_off:0.00697223,vw_off:-0.0268614,pf:233.767,preal:233.669,dy:0.000853552,dy2:0.000839545
vy:0.00831202,vw:0.111672,vy_off:0.00831202,vw_off:0.00804522,pf:234.34,preal:233.989,dy:0.000113081,dy2:0.000674158
vy:-0.000956733,vw:0.146579,vy_off:-0.000956733,vw_off:0.0429518,pf:234.34,preal:234.409,dy:0.000833342,dy2:0.000904038
vy:0.0102777,vw:0.111672,vy_off:0.0102777,vw_off:0.00804522,pf:234.913,preal:234.729,dy:0.000443489,dy2:0.000577176
vy:0.00246506,vw:0.139862,vy_off:0.00246506,vw_off:0.0362351,pf:234.913,preal:235.13,dy:0.000612129,dy2:0.00102247
vy:0.00666713,vw:0.104956,vy_off:0.00666713,vw_off:0.00132854,pf:235.486,preal:235.431,dy:0.000720154,dy2:0.000712202
vy:0.00679444,vw:0.114812,vy_off:0.00679444,vw_off:0.0111854,pf:236.059,preal:235.759,dy:0.000277648,dy2:0.000756577
vy:0.00144298,vw:0.149719,vy_off:0.00144298,vw_off:0.046092,pf:236.059,preal:236.188,dy:0.000892155,dy2:0.00102413
vy:0.0103159,vw:0.114812,vy_off:0.0103159,vw_off:0.0111854,pf:236.632,preal:236.517,dy:0.000793126,dy2:0.000876337
vy:0.00665476,vw:0.124474,vy_off:0.00665476,vw_off:0.0208475,pf:236.632,preal:236.874,dy:0.000720006,dy2:0.00117795
vy:0.0067961,vw:0.0895679,vy_off:0.0067961,vw_off:-0.0140591,pf:237.205,preal:237.13,dy:0.000822085,dy2:0.000811365
vy:0.00798306,vw:0.123071,vy_off:0.00798306,vw_off:0.0194442,pf:237.777,preal:237.483,dy:0.000337128,dy2:0.000808371
vy:0.00182646,vw:0.157978,vy_off:0.00182646,vw_off:0.0543508,pf:237.777,preal:237.936,dy:0.000970118,dy2:0.00113103
vy:0.0111457,vw:0.123071,vy_off:0.0111457,vw_off:0.0194442,pf:238.35,preal:238.288,dy:0.00103239,dy2:0.00107768
vy:0.00929797,vw:0.111264,vy_off:0.00929797,vw_off:0.00763735,pf:238.35,preal:238.607,dy:0.000799385,dy2:0.00128428
vy:0.00701349,vw:0.0763578,vy_off:0.00701349,vw_off:-0.0272692,pf:238.923,preal:238.826,dy:0.000858786,dy2:0.000844588
vy:0.0083634,vw:0.111264,vy_off:0.0083634,vw_off:0.00763735,pf:239.496,preal:239.144,dy:0.000108735,dy2:0.00067179
vy:-0.00102325,vw:0.146171,vy_off:-0.00102325,vw_off:0.0425439,pf:239.496,preal:239.563,dy:0.000829864,dy2:0.000897898
vy:0.0102545,vw:0.111264,vy_off:0.0102545,vw_off:0.00763735,pf:240.069,preal:239.882,dy:0.000424987,dy2:0.000561239
vy:0.00224926,vw:0.140789,vy_off:0.00224926,vw_off:0.0371622,pf:240.069,preal:240.285,dy:0.000605787,dy2:0.00101412
vy:0.00665106,vw:0.105883,vy_off:0.00665106,vw_off:0.00225563,pf:240.642,preal:240.589,dy:0.000715423,dy2:0.000707602
vy:0.00674208,vw:0.114254,vy_off:0.00674208,vw_off:0.0106269,pf:241.215,preal:240.916,dy:0.000274576,dy2:0.000753356
vy:0.00142066,vw:0.14916,vy_off:0.00142066,vw_off:0.0455335,pf:241.215,preal:241.343,dy:0.000887041,dy2:0.0010174
vy:0.0102607,vw:0.114254,vy_off:0.0102607,vw_off:0.0106269,pf:241.788,preal:241.671,dy:0.000777249,dy2:0.000862748
vy:0.00647941,vw:0.125336,vy_off:0.00647941,vw_off:0.0217092,pf:241.788,preal:242.03,dy:0.000714194,dy2:0.00117078
vy:0.00677512,vw:0.0904296,vy_off:0.00677512,vw_off:-0.0131974,pf:242.361,preal:242.289,dy:0.000819143,dy2:0.000808549
vy:0.00795356,vw:0.122502,vy_off:0.00795356,vw_off:0.0188751,pf:242.934,preal:242.64,dy:0.000335143,dy2:0.000806073
vy:0.00181083,vw:0.157409,vy_off:0.00181083,vw_off:0.0537817,pf:242.934,preal:243.091,dy:0.000965678,dy2:0.00112509
vy:0.0110967,vw:0.122502,vy_off:0.0110967,vw_off:0.0188751,pf:243.507,preal:243.441,dy:0.00101707,dy2:0.00106469
vy:0.00912766,vw:0.112119,vy_off:0.00912766,vw_off:0.00849229,pf:243.507,preal:243.763,dy:0.000793924,dy2:0.00127753
vy:0.00699531,vw:0.0772127,vy_off:0.00699531,vw_off:-0.0264143,pf:244.08,preal:243.984,dy:0.000856176,dy2:0.000842074
vy:0.00833711,vw:0.112119,vy_off:0.00833711,vw_off:0.00849229,pf:244.653,preal:244.305,dy:0.000124205,dy2:0.000680334
vy:-0.000830083,vw:0.147026,vy_off:-0.000830083,vw_off:0.0433989,pf:244.653,preal:244.726,dy:0.000839009,dy2:0.000913737
vy:0.0103106,vw:0.112119,vy_off:0.0103106,vw_off:0.00849229,pf:245.226,preal:245.047,dy:0.000467329,dy2:0.000596842
vy:0.00274232,vw:0.13868,vy_off:0.00274232,vw_off:0.0350528,pf:245.226,preal:245.445,dy:0.000618528,dy2:0.00103262
vy:0.00666677,vw:0.103773,vy_off:0.00666677,vw_off:0.000146245,pf:245.799,preal:245.742,dy:0.000724595,dy2:0.000716234
vy:0.00684789,vw:0.115504,vy_off:0.00684789,vw_off:0.0118773,pf:246.372,preal:246.073,dy:0.000279309,dy2:0.000756997
vy:0.00144804,vw:0.150411,vy_off:0.00144804,vw_off:0.0467838,pf:246.372,preal:246.504,dy:0.000895531,dy2:0.00103015
vy:0.010355,vw:0.115504,vy_off:0.010355,vw_off:0.0118773,pf:246.945,preal:246.835,dy:0.000810003,dy2:0.000889836
vy:0.00684661,vw:0.123398,vy_off:0.00684661,vw_off:0.0197706,pf:246.945,preal:247.188,dy:0.000724055,dy2:0.00118482
vy:0.00679131,vw:0.088491,vy_off:0.00679131,vw_off:-0.015136,pf:247.518,preal:247.442,dy:0.000822973,dy2:0.000811757
vy:0.00799506,vw:0.123398,vy_off:0.00799506,vw_off:0.0197706,pf:248.091,preal:247.795,dy:0.000331848,dy2:0.000803893
vy:0.00175968,vw:0.158304,vy_off:0.00175968,vw_off:0.0546771,pf:248.091,preal:248.249,dy:0.000968403,dy2:0.00112967
vy:0.0111437,vw:0.123398,vy_off:0.0111437,vw_off:0.0197706,pf:248.664,preal:248.602,dy:0.00103255,dy2:0.00107705
vy:0.00930044,vw:0.110995,vy_off:0.00930044,vw_off:0.00736793,pf:248.664,preal:248.92,dy:0.00079797,dy2:0.00128374
vy:0.00699579,vw:0.0760883,vy_off:0.00699579,vw_off:-0.0275387,pf:249.237,preal:249.138,dy:0.000856083,dy2:0.00084151
vy:0.00833587,vw:0.110995,vy_off:0.00833587,vw_off:0.00736793,pf:249.81,preal:249.456,dy:0.000100244,dy2:0.000664652
vy:-0.00111759,vw:0.145902,vy_off:-0.00111759,vw_off:0.0422745,pf:249.81,preal:249.874,dy:0.000823686,dy2:0.000889624
vy:0.0102066,vw:0.110995,vy_off:0.0102066,vw_off:0.00736793,pf:250.383,preal:250.192,dy:0.00040798,dy2:0.000545886
vy:0.0020583,vw:0.141495,vy_off:0.0020583,vw_off:0.0378679,pf:250.383,preal:250.598,dy:0.000598665,dy2:0.00100574
vy:0.00661868,vw:0.106588,vy_off:0.00661868,vw_off:0.00296131,pf:250.956,preal:250.903,dy:0.000709762,dy2:0.000701945
vy:0.00668309,vw:0.11384,vy_off:0.00668309,vw_off:0.0102132,pf:251.528,preal:251.229,dy:0.000270474,dy2:0.000748657
vy:0.00138781,vw:0.148747,vy_off:0.00138781,vw_off:0.0451198,pf:251.528,preal:251.655,dy:0.000881496,dy2:0.00101085
vy:0.0102032,vw:0.11384,vy_off:0.0102032,vw_off:0.0102132,pf:252.101,preal:251.981,dy:0.000763879,dy2:0.000850874
vy:0.0063348,vw:0.12598,vy_off:0.0063348,vw_off:0.0223528,pf:252.101,preal:252.342,dy:0.000708387,dy2:0.00116437
vy:0.00674565,vw:0.0910732,vy_off:0.00674565,vw_off:-0.0125538,pf:252.674,preal:252.603,dy:0.00081569,dy2:0.000805067
vy:0.00792028,vw:0.122078,vy_off:0.00792028,vw_off:0.0184511,pf:253.247,preal:252.953,dy:0.000332349,dy2:0.000802534
vy:0.00178654,vw:0.156985,vy_off:0.00178654,vw_off:0.0533577,pf:253.247,preal:253.403,dy:0.000960902,dy2:0.00111946
vy:0.0110461,vw:0.122078,vy_off:0.0110461,vw_off:0.0184511,pf:253.82,preal:253.752,dy:0.00100428,dy2:0.00105351
vy:0.0089881,vw:0.112757,vy_off:0.0089881,vw_off:0.00912976,pf:253.82,preal:254.075,dy:0.000788538,dy2:0.00127162
vy:0.00696948,vw:0.0778502,vy_off:0.00696948,vw_off:-0.0257768,pf:254.393,preal:254.298,dy:0.000853134,dy2:0.00083894
vy:0.00830776,vw:0.112757,vy_off:0.00830776,vw_off:0.00912976,pf:254.966,preal:254.621,dy:0.00013456,dy2:0.00068493
vy:-0.000697507,vw:0.147663,vy_off:-0.000697507,vw_off:0.0440363,pf:254.966,preal:255.044,dy:0.000844476,dy2:0.000924344
vy:0.0103393,vw:0.112757,vy_off:0.0103393,vw_off:0.00912976,pf:255.539,preal:255.367,dy:0.00049763,dy2:0.000621835
vy:0.00309833,vw:0.137107,vy_off:0.00309833,vw_off:0.0334801,pf:255.539,preal:255.76,dy:0.000626663,dy2:0.00104543
vy:0.00666534,vw:0.1022,vy_off:0.00666534,vw_off:-0.00142651,pf:256.112,preal:256.053,dy:0.000730226,dy2:0.000721353
vy:0.00691593,vw:0.116437,vy_off:0.00691593,vw_off:0.0128095,pf:256.685,preal:256.387,dy:0.000281582,dy2:0.000757935
vy:0.0014564,vw:0.151343,vy_off:0.0014564,vw_off:0.0477161,pf:256.685,preal:256.82,dy:0.000900444,dy2:0.00103848
vy:0.0104117,vw:0.116437,vy_off:0.0104117,vw_off:0.0128095,pf:257.258,preal:257.154,dy:0.000833102,dy2:0.00090854
vy:0.00710831,vw:0.121952,vy_off:0.00710831,vw_off:0.0183251,pf:257.258,preal:257.503,dy:0.000730088,dy2:0.00119441
vy:0.0067909,vw:0.0870455,vy_off:0.0067909,vw_off:-0.0165815,pf:257.831,preal:257.752,dy:0.000824707,dy2:0.000812884
vy:0.00801601,vw:0.121952,vy_off:0.00801601,vw_off:0.0183251,pf:258.404,preal:258.102,dy:0.000302641,dy2:0.000784654
vy:0.00140297,vw:0.156859,vy_off:0.00140297,vw_off:0.0532317,pf:258.404,preal:258.551,dy:0.000949161,dy2:0.00109971
vy:0.0110119,vw:0.121952,vy_off:0.0110119,vw_off:0.0183251,pf:258.977,preal:258.9,dy:0.000957482,dy2:0.00101268
vy:0.00843537,vw:0.114553,vy_off:0.00843537,vw_off:0.010926,pf:258.977,preal:259.229,dy:0.000772633,dy2:0.00124991
vy:0.00693237,vw:0.0796464,vy_off:0.00693237,vw_off:-0.0239806,pf:259.55,preal:259.457,dy:0.000837271,dy2:0.000823229
vy:0.00812753,vw:0.114553,vy_off:0.00812753,vw_off:0.010926,pf:260.123,preal:259.785,dy:0.000157188,dy2:0.000695853
vy:-0.000375469,vw:0.14946,vy_off:-0.000375469,vw_off:0.0458326,pf:260.123,preal:260.213,dy:0.000858612,dy2:0.000951062
vy:0.0104194,vw:0.114553,vy_off:0.0104194,vw_off:0.010926,pf:260.696,preal:260.541,dy:0.000577652,dy2:0.00068911
vy:0.00403735,vw:0.132973,vy_off:0.00403735,vw_off:0.0293462,pf:260.696,preal:260.922,dy:0.000650633,dy2:0.00108012
vy:0.00669176,vw:0.0980666,vy_off:0.00669176,vw_off:-0.0055604,pf:261.269,preal:261.203,dy:0.000747189,dy2:0.00073727
vy:0.00711236,vw:0.118921,vy_off:0.00711236,vw_off:0.0152936,pf:261.842,preal:261.544,dy:0.000290492,dy2:0.000765209
vy:0.00150873,vw:0.153827,vy_off:0.00150873,vw_off:0.0502002,pf:261.842,preal:261.985,dy:0.000917464,dy2:0.00106376
vy:0.0106016,vw:0.118921,vy_off:0.0106016,vw_off:0.0152936,pf:262.415,preal:262.325,dy:0.000898283,dy2:0.000962761
vy:0.00783847,vw:0.118116,vy_off:0.00783847,vw_off:0.0144895,pf:262.415,preal:262.664,dy:0.000750338,dy2:0.00122261
vy:0.00683079,vw:0.0832099,vy_off:0.00683079,vw_off:-0.0204171,pf:262.988,preal:262.902,dy:0.000832981,dy2:0.000819985
vy:0.00810429,vw:0.118116,vy_off:0.00810429,vw_off:0.0144895,pf:263.561,preal:263.24,dy:0.000229254,dy2:0.000739471
vy:0.000496759,vw:0.153023,vy_off:0.000496759,vw_off:0.0493961,pf:263.561,preal:263.679,dy:0.000902936,dy2:0.00102402
vy:0.010709,vw:0.118116,vy_off:0.010709,vw_off:0.0144895,pf:264.134,preal:264.017,dy:0.000762863,dy2:0.00084674
vy:0.00618172,vw:0.123997,vy_off:0.00618172,vw_off:0.0203703,pf:264.134,preal:264.372,dy:0.000709735,dy2:0.0011629
vy:0.00680447,vw:0.0890907,vy_off:0.00680447,vw_off:-0.0145363,pf:264.707,preal:264.628,dy:0.000790914,dy2:0.0007789
vy:0.00760625,vw:0.123997,vy_off:0.00760625,vw_off:0.0203703,pf:265.279,preal:264.983,dy:0.000312175,dy2:0.000784706
vy:0.00163164,vw:0.158904,vy_off:0.00163164,vw_off:0.0552769,pf:265.279,preal:265.438,dy:0.00095574,dy2:0.00111831
vy:0.0110272,vw:0.123997,vy_off:0.0110272,vw_off:0.0203703,pf:265.852,preal:265.793,dy:0.00103215,dy2:0.00107474
vy:0.0093281,vw:0.110354,vy_off:0.0093281,vw_off:0.0067269,pf:265.852,preal:266.109,dy:0.000793374,dy2:0.00128115
vy:0.00693288,vw:0.0754473,vy_off:0.00693288,vw_off:-0.0281797,pf:266.425,preal:266.326,dy:0.000850934,dy2:0.000835683
vy:0.00829153,vw:0.110354,vy_off:0.00829153,vw_off:0.0067269,pf:266.998,preal:266.642,dy:8.19249e-05,dy2:0.000649849
vy:-0.00132531,vw:0.14526,vy_off:-0.00132531,vw_off:0.0416335,pf:266.998,preal:267.058,dy:0.000810868,dy2:0.000871894
vy:0.0101104,vw:0.110354,vy_off:0.0101104,vw_off:0.0067269,pf:267.571,preal:267.374,dy:0.00037016,dy2:0.000512155
vy:0.00163073,vw:0.143125,vy_off:0.00163073,vw_off:0.0394977,pf:267.571,preal:267.784,dy:0.000583685,dy2:0.000987487
vy:0.00655782,vw:0.108218,vy_off:0.00655782,vw_off:0.00459113,pf:268.144,preal:268.094,dy:0.000698076,dy2:0.000690382
vy:0.00655965,vw:0.11288,vy_off:0.00655965,vw_off:0.00925252,pf:268.717,preal:268.417,dy:0.00026239,dy2:0.000739706
vy:0.00132508,vw:0.147786,vy_off:0.00132508,vw_off:0.0441591,pf:268.717,preal:268.841,dy:0.000870174,dy2:0.00099695
vy:0.0100847,vw:0.11288,vy_off:0.0100847,vw_off:0.00925252,pf:269.29,preal:269.164,dy:0.000734302,dy2:0.000824935
vy:0.0060125,vw:0.127472,vy_off:0.0060125,vw_off:0.0238448,pf:269.29,preal:269.529,dy:0.000696312,dy2:0.00115044
vy:0.00669036,vw:0.0925652,vy_off:0.00669036,vw_off:-0.0110618,pf:269.863,preal:269.795,dy:0.000808864,dy2:0.000798324
vy:0.00785367,vw:0.121095,vy_off:0.00785367,vw_off:0.0174675,pf:270.436,preal:270.141,dy:0.000327177,dy2:0.000796159
vy:0.00174296,vw:0.156001,vy_off:0.00174296,vw_off:0.0523741,pf:270.436,preal:270.588,dy:0.000951324,dy2:0.0011076
vy:0.0109431,vw:0.121095,vy_off:0.0109431,vw_off:0.0174675,pf:271.009,preal:270.935,dy:0.000976048,dy2:0.00102909
vy:0.00867756,vw:0.114235,vy_off:0.00867756,vw_off:0.0106081,pf:271.009,preal:271.262,dy:0.000777365,dy2:0.00125877
vy:0.00692176,vw:0.0793286,vy_off:0.00692176,vw_off:-0.0242984,pf:271.582,preal:271.49,dy:0.000847158,dy2:0.000832941
vy:0.00824927,vw:0.114235,vy_off:0.00824927,vw_off:0.0106081,pf:272.155,preal:271.817,dy:0.000159724,dy2:0.000697408
vy:-0.000378911,vw:0.149142,vy_off:-0.000378911,vw_off:0.0455147,pf:272.155,preal:272.244,dy:0.000858474,dy2:0.000950205
vy:0.0104187,vw:0.114235,vy_off:0.0104187,vw_off:0.0106081,pf:272.728,preal:272.572,dy:0.000569133,dy2:0.00068145
vy:0.0039352,vw:0.13346,vy_off:0.0039352,vw_off:0.0298326,pf:272.728,preal:272.954,dy:0.00064698,dy2:0.00107625
vy:0.00667632,vw:0.098553,vy_off:0.00667632,vw_off:-0.00507396,pf:273.301,preal:273.236,dy:0.000744623,dy2:0.000734629
vy:0.00708584,vw:0.118599,vy_off:0.00708584,vw_off:0.0149717,pf:273.874,preal:273.576,dy:0.00028814,dy2:0.000761938
vy:0.00148786,vw:0.153505,vy_off:0.00148786,vw_off:0.0498782,pf:273.874,preal:274.016,dy:0.000913251,dy2:0.00105903
vy:0.0105568,vw:0.118599,vy_off:0.0105568,vw_off:0.0149717,pf:274.447,preal:274.355,dy:0.000887954,dy2:0.000953488
vy:0.00772686,vw:0.1186,vy_off:0.00772686,vw_off:0.0149729,pf:274.447,preal:274.695,dy:0.000745481,dy2:0.00121762
vy:0.00680352,vw:0.0836933,vy_off:0.00680352,vw_off:-0.0199337,pf:275.02,preal:274.935,dy:0.00082997,dy2:0.000816833
vy:0.00807571,vw:0.1186,vy_off:0.00807571,vw_off:0.0149729,pf:275.593,preal:275.275,dy:0.000236288,dy2:0.000741841
vy:0.000589221,vw:0.153506,vy_off:0.000589221,vw_off:0.0498795,pf:275.593,preal:275.715,dy:0.00090612,dy2:0.00103135
vy:0.0107215,vw:0.1186,vy_off:0.0107215,vw_off:0.0149729,pf:276.166,preal:276.054,dy:0.000784914,dy2:0.000864791
vy:0.00644314,vw:0.122805,vy_off:0.00644314,vw_off:0.0191776,pf:276.166,preal:276.406,dy:0.000715104,dy2:0.00117214
vy:0.00679616,vw:0.087898,vy_off:0.00679616,vw_off:-0.015729,pf:276.739,preal:276.658,dy:0.000794562,dy2:0.000782012
vy:0.00765239,vw:0.122805,vy_off:0.00765239,vw_off:0.0191776,pf:277.312,preal:277.01,dy:0.00029018,dy2:0.000770017
vy:0.00135456,vw:0.157711,vy_off:0.00135456,vw_off:0.0540842,pf:277.312,preal:277.462,dy:0.000940683,dy2:0.0010949
vy:0.0109235,vw:0.122805,vy_off:0.0109235,vw_off:0.0191776,pf:277.885,preal:277.813,dy:0.000972109,dy2:0.00102313
